verb	freq	adv_continuous	adv_evaluation	adv_manner	adv_temporal	for_pp	fut	in_pp	neg	noSubj	past	perfect	present	progressive	prt
indent	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
indentical	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
indentife	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
indentify	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
indenture	1	1	1	1	1	1	1	1	1	4	2	2	2	1	1
independe	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
independenbut	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
independence	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
independence-loving	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
independencure	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
independent	1	1	1	1	1	1	1	1	1	2	1	1	4	2	1
independently	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
independently-minded	1	1	1	1	5	1	1	1	1	5	1	5	5	1	1
independiente	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
indepth	1	1	1	1	1	1	1	1	1	5	1	1	3	1	1
inder	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inderdict	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indescribable	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
indestructible	1	1	1	1	1	1	1	1	1	1	1	1	5	1	3
indetify	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
index	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2
index-link	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
index-linked	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indexwa	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indi30	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
india	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
india-based	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
india-firing	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indian	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
indian-administered	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indian-based	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indiana	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1
indianapoli	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
indianise	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
indiasay	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indic	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indicate	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
indication	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
indicator	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indicature	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indiccate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indice	1	1	1	1	1	1	1	1	1	1	1	1	5	1	3
indiciate	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
indicriminate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indict	1	1	1	1	1	1	1	1	1	4	2	3	2	1	1
indictable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indictae	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indictate	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1
indicte	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indictee	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indidcate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indifference	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
indifferent	1	1	1	1	3	1	1	1	1	5	1	1	1	1	1
indigeneous	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indigenise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indigenize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indigenous	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1
indigent	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indigeous	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indigestion	1	1	1	1	5	1	1	1	1	1	1	5	5	1	1
indignant	1	1	1	1	1	1	1	1	1	5	1	2	2	1	1
indignantly	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
indignate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indignation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indignity	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
indimidate	1	1	1	1	1	1	3	1	3	5	1	1	1	1	1
indinavir	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indique	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indira	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indirect	1	1	1	1	1	1	1	1	1	3	2	1	2	2	1
indirectly	1	1	1	1	3	1	1	1	3	5	1	1	1	1	1
indiscipline	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
indiscreet	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indiscriminate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indiscriminately	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
indispensable	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
indispensible	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
indispose	1	1	1	1	1	1	1	1	1	5	2	3	2	1	1
indisputable	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
indisputably	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
indite	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inditem	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
individ	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individiaul	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individual	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individualism	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individualist	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
individualize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individually	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
individually-owned	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
indivisible	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
indluce	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indlude	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
indo-bangladesh	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indo-china	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indo-lanka	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indo-pak	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1
indo-pakistan	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indo-sri	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indo-u.s.	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indo-us	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indochinese	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
indoctrinate	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
indoctrination	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
indojd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indomobil	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indonead	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indonesia	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
indonesia-suharto	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indonesia6402	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indonesian	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
indonesn	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indoor	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
indosat	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
indosuez	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indpendence	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indra	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
indrek	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indroduce	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indtroduce	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indu	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
induce	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
inducement	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
induct	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
induistrialise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indulge	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
indulgence	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indull	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indundate	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
indurain	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
indus	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
industraliaze	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
industralise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
industralize	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
industrboycot	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
industrial	1	1	1	1	1	1	1	1	1	4	1	1	2	1	2
industrialise	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
industrialist	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
industrialization	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
industrialize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
industrialse	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
industrie	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
industriel	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
industrious	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
industry	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1
industry-leading	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
industry-linked	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
industry-wide	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
industsaid	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indy	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
indy-car	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
indycar	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ine	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
ineanwhile	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inear	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inebriate	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1
inec	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inect	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inedible	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ineeze	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
ineffective	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
ineffectiveness	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ineffectual	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
ineligibility	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ineligible	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
inend	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inengland	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inentsify	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inequality	1	1	1	1	1	1	2	1	1	4	2	1	1	1	1
inequitable	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
inera	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
inert	1	1	1	1	1	3	1	1	1	3	3	3	3	1	1
inervene	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inescapable	1	1	1	1	1	1	1	1	1	5	3	5	2	1	1
inessa	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
inestimable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inet	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
inetnd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inevitable	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
inevitably	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1
inevstigate	1	1	1	1	1	1	1	1	1	5	5	1	1	5	1
inexcusable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inexpedient	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inexpensively	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inexperience	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
inexperince	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
inexplicable	1	1	1	1	1	1	1	1	1	5	2	2	2	1	1
inextricable	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inextricably	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inf	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infact	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
infamous	1	1	1	1	1	1	1	1	1	5	1	2	2	1	1
infamy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infancy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infant	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
infanticide	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infantile	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infantry	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
infasang	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
infatuate	1	1	1	1	1	1	1	1	1	5	2	3	2	1	1
infatuation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infecct	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infect	1	1	1	1	1	1	1	1	1	5	1	2	2	1	1
infection	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
infectious	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infector	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
infer	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
inference	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1
inferfere	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
inferior	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inferno	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1
infertile	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1
infesct	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infest	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
infestate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infestation	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
infibulate	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
infibulation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infidel	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
infield	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
infielder	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
infight	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infilatrate	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
infilitrate	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1
infill	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
infilterate	1	1	1	1	1	1	1	1	1	5	1	1	3	3	1
infiltrate	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1
infiltration	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infiltrator	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
infineon	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infinitely	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infinity	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infire	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
infirm	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
infix	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
inflam	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
inflame	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
inflammable	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
inflammation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflammatory	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflatable	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
inflate	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
inflation	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
inflation-adjusted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflationary	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
inflator	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inflcite	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflect	1	1	1	1	1	1	1	1	1	5	4	3	1	1	1
inflexibility	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflice	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflicit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inflict	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
inflight	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infliltrate	1	5	1	1	1	1	1	1	1	1	1	5	5	1	1
inflitrate	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
inflow	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
influen	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
influence	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
influencede	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
influene	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
influent	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
influential	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
influenza	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1
influx	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
info	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
info-comm	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infocomm	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infomr	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
infora	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
inform	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
informaiton	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
informal	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
informally	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
informant	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
informatic	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
informatin	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
information	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
information-sharing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
information-technology	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
information\/intelligence	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
informationalize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
informationize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
informatively	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
informe	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
informer	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
infosy	1	1	1	1	1	1	1	1	1	4	1	1	3	1	5
infotech	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrare	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
infrasound	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrastracture	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrastructre	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrastructure	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
infrastrucutre	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
infrastruture	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrastucture	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrequent	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
infrige	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
infringe	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
infringee	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infringement	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
infringment	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrint	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
infrom	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infruiate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
infrustructure	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
infuence	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
infuriate	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1
infuse	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
infusion	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
ing	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
inga	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1
inge	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
ingeborg	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ingebrig	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ingemar	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
ingeniously	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inger	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
ingest	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
inglorious	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
ingnite	1	1	1	1	1	1	1	1	1	5	3	1	1	1	1
ingnominous	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
ingnore	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
ingo	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
ingore	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
ingrain	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ingrate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
ingratiate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
ingrid	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
ingrow	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inguish	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
ingunn	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ingurgitate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ingvard	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
ingwe	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
inhabit	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
inhabitant	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inhabitate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
inhabite	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhabity	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
inhalate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhalation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhale	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1
inhalent	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inhance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhaul	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inheirit	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inhere	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inherent	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inherently	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
inheret	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inherit	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
inheritance	1	1	1	1	1	1	1	1	1	5	1	1	3	1	1
inherite	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inherity	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
inhert	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhh	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1
inhibit	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
inhibition	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
inhong	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhuman	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhumane	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhumation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhume	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inhunan	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ini	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
inian	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
iniate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
iniatiate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
iniative	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inidcate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inidicate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inigo	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1
inild	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inimical	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
ining	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1
inish	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
inisist	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
inisit	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inisst	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inist	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
init	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
inital	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
initale	1	1	1	1	1	1	1	1	1	5	3	3	1	1	1
initate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
initatiate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
initi	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
initial	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
initialise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
initialize	1	1	1	1	1	1	1	1	1	5	2	2	1	1	1
initially	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
initialt	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
initiate	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1
initiateed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
initiativ	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
initiative	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
initiator	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
initiaty	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
initit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inititae	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
initital	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inititate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
inititiave	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
initqzufacture	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
inivt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
