"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_science_fiction"	"1485"	"consider"	"We have considered several of your professionals because they were lamechians and above suspicion ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1486"	"consider"	"Hub considered ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1487"	"consider"	"In considering BW defense , it must be recognized that a number of critical meterological parameters must be met for an aerosol to exhibit optimum effect ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_humor"	"1488"	"consider"	"'' My impassioned plea for civil rights created a landslide of correspondence and one sponsor even asked me to consider replacing the Eddie Cantor comedy hour on a permanent basis ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1489"	"consider"	"As artists we feel the same obligation , as do other individuals , in considering ourselves responsible citizens of a great nation ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"1490"	"consider"	"Her impact in the zing commercials had led to her being considered for an excellent part in an upcoming TV series , Underwater Western Eye , a documentary-type show to be sponsored by Oatnut Grits ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1491"	"consider"	"so , all things considered , the highway commissioners would seem to be elected ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1492"	"consider"	"Under the circumstances , however , the team considered it would provide the most useful information at this point ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1493"	"consider"	"but consider , if you can bear it , what might have happened if MacArthur , for some perverse , undaunted reason , had made the same remark to an Eskimo girl in Eskimo ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1494"	"consider"	"Fire District No. 1 discussed its possible purchase in 1945 , but considered it an unwise investment ."	"STATIVE"	"BOTH"	"BOTH"
"brown_government"	"1495"	"consider"	"On April 25 , the White House reported that a total embargo of remaining U.S. trade with Cuba was being considered ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1496"	"consider"	"Oliver , in his summary of the habits of the snakes of the United States , could supply data on the maturing period for only three species in addition to the rattlers , which I shall consider separately ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1497"	"consider"	"Since the change to better nutrition , he feels he can report on improvements in health , though he considers the following statements observations and not scientific proof ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_religion"	"1498"	"consider"	"Reality is considered not only irrelevant to the acquisition of higher knowledge , but a positive handicap ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1499"	"consider"	"a `` Double-Figure '' , which went to the Chicago Art Institute , and is considered by him the most successful of his abstracts ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1500"	"consider"	"Two cities to be considered , Providence and Cranston , are an enigma ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1501"	"consider"	"In most cases service in the Corps will probably be considered a ground for temporary deferment ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1502"	"consider"	"It is hypothesized that fertility is a function of the social system when the population as a whole is considered and a function of the subsystems when the two-fold division of core families and marginal families is considered ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1503"	"consider"	"Our presence here should also be considered further , sincere evidence of the attempts by our people and their chosen government to seek any and all possible ways to effect closer , peaceful ties among all people ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1504"	"consider"	"A form of objective function that we shall often have occasion to consider is Af ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1505"	"consider"	"There is also the question of whether the respondent based his answers on factual information and carefully considered judgment , or whether his answers were casual guesses ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1506"	"consider"	"The latter matter is considered in detail in a later section ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1507"	"consider"	"The Rio Grande KC is also considering having their Junior Classes set up so that Juniors can qualify with points for Westminster ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1508"	"consider"	"In the national interest even the affluent universities must consider some division of labor among them to replace their present ambitions to keep up with the Joneses in all branches ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1509"	"consider"	"Children whose reading scores were at least one standard deviation below the regression line of each total third-grade school population were considered under-achievers for the purposes of sample selection ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1510"	"consider"	"Before considering these elements in more detail , an additional requirement should be stated ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1511"	"consider"	"Whether considered alone or in relation to other editions , COLH 40 is a document of prime importance ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_humor"	"1512"	"consider"	"Her presence only made Letch more distant and irritable and , in the hurry of buying Chateau Belletch , I had neglected to consider a room for Baby-dear , so there was no place to put her , anyhow ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"1513"	"consider"	"He considered himself handsome and seemed to think all the girls were after him ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1514"	"consider"	"She ended her letter with the assurance that she considered his friendship for her daughter and herself to be an honor , from which she could not part `` without still more pain '' ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_mystery"	"1515"	"consider"	"Casey made some comment , but his mind was busy as he considered the man ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"1516"	"consider"	"`` Of course ( George's letter continued ) , there are practical problems to be considered ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1517"	"consider"	"It is important to consider and experimentally verify this influence since quantitative nuclear resonance is becoming increasingly used in investigations of structure ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1518"	"consider"	"This must be considered primarily an amendment and supplement to his early A Short Description Of Item-Categories In Iraqw ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"1519"	"find"	"He didn't figure her at all , and if he found out a woman it'd be bad ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1520"	"find"	"A drawing of the structure is to be found in reference 6 ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1521"	"find"	"He alludes to something called direct writing , and he finds that criticism gets in the way of his truer , realer , imaginative bounce ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1522"	"find"	"But since 1927 , researchers digging into ancient court records and legal files have been able to find illuminating pieces of information ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"1523"	"find"	"Rector had never been able to find out much about Hino's past ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1524"	"find"	"The mantel was found in a recently demolished Salem house and is being fitted over the White House library fireplace ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1525"	"find"	"Not so long ago many builders were finding they could cut their costs by `` buying direct '' and short-cutting the dealer ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_science_fiction"	"1526"	"find"	"It was clear that Langer had at last found a way to attract the Angel's attention ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1527"	"find"	"It is to be hoped that some way will be found to keep this important work current ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1528"	"find"	"Rev didn't need to break the wax seal , read the contract and find out ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1529"	"find"	"He was able to find meaning in his art as long as it was the answer to air raids and gas ovens ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1530"	"find"	"I turned on the device again , half fearful that I might find silence , but the buzzes came in loud and clear ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_reviews"	"1531"	"find"	"There true yachtsmen often find November winds steadier , the waters cooler , the fish hungrier , and rivers more pleasant -- less turbulence and mud , and fewer floating logs ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_news"	"1532"	"find"	"Housewives are finding literally hundreds of ways of getting the maximum use out of traditional designs , says Mr. Alden and they are doing it largely because Colonial craftsmen had `` an innate sense of the practical '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_humor"	"1533"	"find"	"Here's a household hint : if you can't find your children , and get tired of calling them , pick up the phone ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1534"	"find"	"Then he arrived in Zanzibar and found Africans carrying signs saying `` American imperialists , go home '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1535"	"find"	"One gram of cotton has been found to have a specific surface area of Af ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1536"	"find"	"You'll find , once your technique is perfected , that you can cook on a boat with a simple Bernz-O-Matic ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1537"	"find"	"All across the South there are signs that racial violence is finding less approval among whites who themselves would never take active part but might once have shown a tolerant attitude toward it ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1538"	"find"	"In a few school districts one finds a link between school and job ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_mystery"	"1539"	"find"	"They found some clothes '' , she tossed in ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"1540"	"find"	"but she found the path she always used , the stubs of branches she had broken , those she had pushed aside ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1541"	"find"	"Large numbers of potential builders have been investigated , but none have been found to be as effective as the polyphosphates over the relatively wide range of conditions met in practice ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_religion"	"1542"	"find"	"And it is in this new vision of the atom that we find an affirmation and an invigoration of our faith ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1543"	"find"	"On the other hand , he did not want to offend Edward either , and he found himself in a very difficult position ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1544"	"find"	"Because Holstein cattle weren't a beef breed , they were rarely seen on a ranch , though one might be found now and then for the milk supply ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1545"	"find"	"but when the bird is found at last , it turns out to be a fake ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"1546"	"find"	"He was finally found in the Bates Hole region of Natrona County , two counties away ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1547"	"find"	"He was found guilty of reckless driving yesterday by Traffic Judge George T. Murphy , who continued his no-driving probation for another year and ordered him to spend 15 days in the Detroit House of Correction ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1548"	"find"	"Since a civilizational crisis involves also a crisis in private interests and in the ruling class , reaction is normally found among those who feel themselves to be among the ruling class ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_learned"	"1549"	"find"	"The artistic generation after Brumidi was trained in the Paris of that time to a more meticulous standard of execution , and tended to overlook greatness of conception where faults and weakness were easy to find ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1550"	"find"	"At least , I have found it so ."	"STATIVE"	"CONTEXT"	"BOTH"
"brown_belles_lettres"	"1551"	"find"	"Had Krim gone farther from New York than Chapel Hill , he might have discovered that large numbers of American Jews do not find his New York version of the Jews' lot remotely recognizable ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"1552"	"find"	"There I got off , crossed the square , and on the side directly opposite the gate found a good restaurant , hard to come by in this part of the city ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1553"	"find"	"He went on to the next building and found what he expected -- the mingled cooking aromas of a public vestibule ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1554"	"find"	"If you are considering a part-time farm where the water must be provided by a well , find out if there is a good well on the farm or the probable cost of having one drilled ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
